work_order_id,property_id,tenant_id,opened_date,closed_date,work_order_category,priority,status,sla_days,days_to_close,overdue_flag,estimated_cost,vendor_id,vendor_name,synthetic_record
WO-0000194,PROP-0008,TEN-00086,2025-09-02,2025-09-05,HVAC,Medium,Closed,7,3,False,50.0,VEND-002,Skyline Maintenance,True
WO-0000195,PROP-0008,,2025-10-12,2025-10-14,Tenant Request,Medium,Closed,7,2,False,611.64,VEND-009,Guardian Security,True
WO-0000196,PROP-0008,TEN-00084,2025-11-03,2025-11-19,Common Area,Medium,Closed,7,16,True,50.0,VEND-002,Skyline Maintenance,True
WO-0000197,PROP-0008,,2025-12-22,2025-12-28,Tenant Request,Medium,Closed,7,6,False,825.01,VEND-005,Bright Electric,True
WO-0000198,PROP-0008,,2025-12-24,2026-01-15,Plumbing,Low,Closed,14,22,True,246.54,VEND-004,Ace Plumbing,True
WO-0000199,PROP-0008,,2025-12-27,2025-12-28,Electrical,High,Closed,3,1,False,3169.49,VEND-010,FrontDesk Patrol,True
WO-0000200,PROP-0008,,2025-12-26,2026-01-03,Tenant Request,Low,Closed,14,8,False,50.0,VEND-009,Guardian Security,True
WO-0000201,PROP-0008,,2025-12-04,,Elevator,High,Open,3,,True,297.3,VEND-004,Ace Plumbing,True
WO-0000202,PROP-0008,TEN-00087,2025-12-27,2025-12-31,HVAC,Medium,Closed,7,4,False,1386.04,VEND-012,Sparkle Janitorial,True
WO-0000203,PROP-0009,TEN-00092,2025-01-19,2025-01-29,Preventive Maintenance,Medium,Closed,7,10,True,203.98,VEND-001,Rapid Repair Co,True
WO-0000204,PROP-0009,TEN-00092,2025-02-08,2025-02-14,Security,Medium,Closed,7,6,False,784.74,VEND-003,Metro Mechanical,True
WO-0000205,PROP-0009,TEN-00105,2025-02-19,2025-02-25,Electrical,Low,Closed,14,6,False,517.06,VEND-001,Rapid Repair Co,True
WO-0000206,PROP-0009,TEN-00098,2025-02-10,2025-02-14,Common Area,Low,Closed,14,4,False,251.91,VEND-011,CleanCore Services,True
WO-0000207,PROP-0009,,2025-03-04,2025-03-05,Security,Critical,Closed,1,1,False,1466.8,VEND-009,Guardian Security,True
WO-0000208,PROP-0009,TEN-00092,2025-04-10,,HVAC,Medium,In Progress,7,,False,247.31,VEND-012,Sparkle Janitorial,True
WO-0000209,PROP-0009,TEN-00107,2025-04-03,,Janitorial,Low,Open,14,,False,82.88,VEND-004,Ace Plumbing,True
WO-0000210,PROP-0009,,2025-05-23,,Security,Low,In Progress,14,,False,302.08,VEND-011,CleanCore Services,True
WO-0000211,PROP-0009,,2025-06-23,2025-07-22,Common Area,Low,Closed,14,29,True,726.22,VEND-011,CleanCore Services,True
WO-0000212,PROP-0009,TEN-00097,2025-06-08,2025-06-16,HVAC,Low,Closed,14,8,False,646.02,VEND-001,Rapid Repair Co,True
WO-0000213,PROP-0009,TEN-00107,2025-06-21,2025-07-05,Electrical,Low,Closed,14,14,False,50.0,VEND-009,Guardian Security,True
WO-0000214,PROP-0009,TEN-00094,2025-07-20,,Electrical,Medium,In Progress,7,,False,498.89,VEND-012,Sparkle Janitorial,True
WO-0000215,PROP-0009,,2025-08-28,,Elevator,Critical,In Progress,1,,True,1886.01,VEND-004,Ace Plumbing,True
WO-0000216,PROP-0009,,2025-09-10,2025-09-14,Plumbing,Medium,Closed,7,4,False,129.81,VEND-010,FrontDesk Patrol,True
WO-0000217,PROP-0009,,2025-09-09,2025-09-12,Plumbing,Medium,Closed,7,3,False,302.79,VEND-002,Skyline Maintenance,True
WO-0000218,PROP-0009,,2025-10-03,2025-10-07,Plumbing,Medium,Closed,7,4,False,180.95,VEND-003,Metro Mechanical,True
WO-0000219,PROP-0009,,2025-10-16,2025-10-23,Preventive Maintenance,Medium,Closed,7,7,False,666.4,VEND-004,Ace Plumbing,True
WO-0000220,PROP-0009,TEN-00102,2025-11-01,,HVAC,Medium,In Progress,7,,False,459.93,VEND-011,CleanCore Services,True
WO-0000221,PROP-0010,TEN-00122,2025-03-02,2025-03-07,HVAC,Low,Closed,14,5,False,860.84,VEND-012,Sparkle Janitorial,True
WO-0000222,PROP-0010,TEN-00111,2025-03-13,2025-03-14,Elevator,Critical,Closed,1,1,False,171.58,VEND-009,Guardian Security,True
WO-0000223,PROP-0010,TEN-00113,2025-04-05,2025-04-11,Janitorial,Low,Closed,14,6,False,50.0,VEND-001,Rapid Repair Co,True
WO-0000224,PROP-0010,,2025-04-22,2025-05-12,Electrical,Medium,Closed,7,20,True,516.58,VEND-010,FrontDesk Patrol,True
WO-0000225,PROP-0010,,2025-04-17,2025-04-20,Plumbing,Medium,Closed,7,3,False,1045.75,VEND-002,Skyline Maintenance,True
WO-0000226,PROP-0010,TEN-00120,2025-04-19,,Janitorial,Medium,Open,7,,False,433.72,VEND-012,Sparkle Janitorial,True
WO-0000227,PROP-0010,TEN-00111,2025-05-09,2025-05-18,Plumbing,Low,Closed,14,9,False,426.04,VEND-005,Bright Electric,True
WO-0000228,PROP-0010,TEN-00113,2025-06-01,2025-06-25,Security,Medium,Closed,7,24,True,64.72,VEND-012,Sparkle Janitorial,True
WO-0000229,PROP-0010,TEN-00117,2025-07-05,2025-07-06,Plumbing,Critical,Closed,1,1,False,3296.73,VEND-010,FrontDesk Patrol,True
WO-0000230,PROP-0010,TEN-00110,2025-07-10,2025-07-12,HVAC,Medium,Closed,7,2,False,169.54,VEND-010,FrontDesk Patrol,True
WO-0000231,PROP-0010,TEN-00113,2025-08-05,2025-08-06,Tenant Request,High,Closed,3,1,False,452.86,VEND-009,Guardian Security,True
WO-0000232,PROP-0010,TEN-00119,2025-08-28,2025-08-29,Common Area,High,Closed,3,1,False,658.3,VEND-009,Guardian Security,True
WO-0000233,PROP-0010,,2025-08-06,2025-08-08,Preventive Maintenance,High,Closed,3,2,False,2337.34,VEND-010,FrontDesk Patrol,True
WO-0000234,PROP-0010,,2025-08-04,2025-08-05,Electrical,Critical,Closed,1,1,False,3665.9,VEND-004,Ace Plumbing,True
WO-0000235,PROP-0010,,2025-09-17,,Tenant Request,Medium,Open,7,,True,400.28,VEND-010,FrontDesk Patrol,True
WO-0000236,PROP-0010,TEN-00109,2025-10-09,2025-10-11,Elevator,High,Closed,3,2,False,2603.42,VEND-010,FrontDesk Patrol,True
WO-0000237,PROP-0010,TEN-00113,2025-10-22,2025-11-15,HVAC,Medium,Closed,7,24,True,232.12,VEND-009,Guardian Security,True
WO-0000238,PROP-0010,,2025-10-26,2025-11-07,Common Area,Low,Closed,14,12,False,478.65,VEND-004,Ace Plumbing,True
WO-0000239,PROP-0010,TEN-00116,2025-10-02,2025-10-22,HVAC,Medium,Closed,7,20,True,253.13,VEND-002,Skyline Maintenance,True
WO-0000240,PROP-0010,TEN-00109,2025-10-17,,Security,High,Open,3,,True,1589.82,VEND-012,Sparkle Janitorial,True
WO-0000241,PROP-0010,TEN-00108,2025-10-03,2025-10-12,Janitorial,Low,Closed,14,9,False,202.86,VEND-003,Metro Mechanical,True
WO-0000242,PROP-0010,TEN-00113,2025-11-04,2025-11-15,Elevator,Low,Closed,14,11,False,274.22,VEND-005,Bright Electric,True
WO-0000243,PROP-0010,TEN-00112,2025-11-18,,Common Area,High,In Progress,3,,True,505.24,VEND-005,Bright Electric,True
WO-0000244,PROP-0010,TEN-00109,2025-11-17,2025-11-18,Preventive Maintenance,Medium,Closed,7,1,False,332.99,VEND-009,Guardian Security,True
WO-0000245,PROP-0010,TEN-00116,2025-11-08,2025-11-13,HVAC,Low,Closed,14,5,False,158.17,VEND-010,FrontDesk Patrol,True
WO-0000246,PROP-0010,TEN-00120,2025-11-05,2025-11-07,HVAC,Medium,Closed,7,2,False,153.62,VEND-011,CleanCore Services,True
WO-0000247,PROP-0010,,2025-12-11,,Common Area,Medium,In Progress,7,,False,553.03,VEND-012,Sparkle Janitorial,True
WO-0000248,PROP-0011,,2025-01-09,,Preventive Maintenance,Critical,Open,1,,True,2660.78,VEND-012,Sparkle Janitorial,True
WO-0000249,PROP-0011,TEN-00132,2025-01-01,2025-01-05,Janitorial,Medium,Closed,7,4,False,697.11,VEND-010,FrontDesk Patrol,True
WO-0000250,PROP-0011,TEN-00123,2025-02-23,,Plumbing,High,In Progress,3,,True,1282.71,VEND-012,Sparkle Janitorial,True
WO-0000251,PROP-0011,TEN-00130,2025-02-24,2025-03-06,Common Area,Low,Closed,14,10,False,266.76,VEND-012,Sparkle Janitorial,True
WO-0000252,PROP-0011,,2025-02-13,,Security,Medium,In Progress,7,,False,810.42,VEND-012,Sparkle Janitorial,True
WO-0000253,PROP-0011,,2025-03-19,2025-03-22,HVAC,Medium,Closed,7,3,False,190.56,VEND-009,Guardian Security,True
WO-0000254,PROP-0011,TEN-00124,2025-03-21,2025-03-30,Common Area,Low,Closed,14,9,False,116.89,VEND-003,Metro Mechanical,True
WO-0000255,PROP-0011,TEN-00134,2025-04-02,2025-04-09,Tenant Request,Medium,Closed,7,7,False,1004.96,VEND-004,Ace Plumbing,True
WO-0000256,PROP-0011,TEN-00125,2025-05-23,,Preventive Maintenance,High,In Progress,3,,True,2381.34,VEND-002,Skyline Maintenance,True
WO-0000257,PROP-0011,TEN-00124,2025-06-18,2025-06-20,Plumbing,Medium,Closed,7,2,False,115.59,VEND-005,Bright Electric,True
WO-0000258,PROP-0011,TEN-00123,2025-07-01,2025-07-07,Tenant Request,Medium,Closed,7,6,False,140.28,VEND-001,Rapid Repair Co,True
WO-0000259,PROP-0011,,2025-07-02,2025-07-03,Janitorial,Critical,Closed,1,1,False,3888.3,VEND-012,Sparkle Janitorial,True
WO-0000260,PROP-0011,,2025-08-24,,Security,Critical,In Progress,1,,True,1384.21,VEND-010,FrontDesk Patrol,True
WO-0000261,PROP-0011,TEN-00124,2025-09-05,2025-09-06,Preventive Maintenance,Medium,Closed,7,1,False,1292.45,VEND-002,Skyline Maintenance,True
WO-0000262,PROP-0011,TEN-00126,2025-09-15,2025-09-19,Electrical,High,Closed,3,4,True,906.69,VEND-012,Sparkle Janitorial,True
WO-0000263,PROP-0011,TEN-00130,2025-10-25,2025-10-27,Tenant Request,Medium,Closed,7,2,False,520.96,VEND-005,Bright Electric,True
WO-0000264,PROP-0011,TEN-00132,2025-10-27,2025-10-28,Electrical,Medium,Closed,7,1,False,295.62,VEND-001,Rapid Repair Co,True
WO-0000265,PROP-0011,TEN-00129,2025-11-19,2025-12-02,Electrical,Critical,Closed,1,13,True,1642.48,VEND-005,Bright Electric,True
WO-0000266,PROP-0012,,2025-03-25,2025-03-27,HVAC,Low,Closed,14,2,False,250.11,VEND-002,Skyline Maintenance,True
WO-0000267,PROP-0012,TEN-00145,2025-03-02,2025-03-03,Common Area,Medium,Closed,7,1,False,822.28,VEND-005,Bright Electric,True
WO-0000268,PROP-0012,,2025-04-15,2025-04-18,Janitorial,Medium,Closed,7,3,False,714.87,VEND-003,Metro Mechanical,True
WO-0000269,PROP-0012,TEN-00148,2025-05-01,2025-05-06,HVAC,Medium,Closed,7,5,False,884.22,VEND-010,FrontDesk Patrol,True
WO-0000270,PROP-0012,,2025-06-18,2025-06-23,Common Area,Medium,Closed,7,5,False,568.72,VEND-009,Guardian Security,True
WO-0000271,PROP-0012,,2025-11-15,,Electrical,Medium,Open,7,,False,1019.04,VEND-004,Ace Plumbing,True
WO-0000272,PROP-0013,,2025-01-11,,Elevator,Medium,Open,7,,False,278.83,VEND-009,Guardian Security,True
WO-0000273,PROP-0013,TEN-00150,2025-02-15,2025-02-16,HVAC,Medium,Closed,7,1,False,274.41,VEND-011,CleanCore Services,True
WO-0000274,PROP-0013,,2025-03-10,2025-03-11,Plumbing,High,Closed,3,1,False,1211.43,VEND-002,Skyline Maintenance,True
WO-0000275,PROP-0013,TEN-00157,2025-03-03,2025-03-11,Janitorial,Low,Closed,14,8,False,290.2,VEND-010,FrontDesk Patrol,True
WO-0000276,PROP-0013,,2025-03-18,2025-03-21,Plumbing,Medium,Closed,7,3,False,436.06,VEND-001,Rapid Repair Co,True
WO-0000277,PROP-0013,,2025-04-21,2025-04-24,Plumbing,Low,Closed,14,3,False,505.34,VEND-010,FrontDesk Patrol,True
WO-0000278,PROP-0013,TEN-00158,2025-04-06,2025-04-13,Electrical,Low,Closed,14,7,False,106.78,VEND-010,FrontDesk Patrol,True
WO-0000279,PROP-0013,TEN-00159,2025-04-17,2025-04-20,Elevator,Medium,Closed,7,3,False,536.76,VEND-004,Ace Plumbing,True
WO-0000280,PROP-0013,TEN-00164,2025-06-18,2025-06-25,Security,Medium,Closed,7,7,False,445.98,VEND-009,Guardian Security,True
WO-0000281,PROP-0013,,2025-06-19,2025-06-26,Electrical,Low,Closed,14,7,False,260.59,VEND-002,Skyline Maintenance,True
WO-0000282,PROP-0013,TEN-00156,2025-06-15,2025-06-21,Elevator,Medium,Closed,7,6,False,634.91,VEND-004,Ace Plumbing,True
WO-0000283,PROP-0013,TEN-00159,2025-06-13,2025-07-12,Plumbing,Low,Closed,14,29,True,321.63,VEND-001,Rapid Repair Co,True
WO-0000284,PROP-0013,,2025-07-05,2025-07-07,Security,High,Closed,3,2,False,139.09,VEND-012,Sparkle Janitorial,True
WO-0000285,PROP-0013,,2025-07-14,2025-07-27,Common Area,Low,Closed,14,13,False,171.34,VEND-005,Bright Electric,True
WO-0000286,PROP-0013,TEN-00153,2025-08-02,2025-08-09,Common Area,Low,Closed,14,7,False,279.5,VEND-003,Metro Mechanical,True
WO-0000287,PROP-0013,TEN-00152,2025-08-25,2025-08-30,Electrical,Low,Closed,14,5,False,208.48,VEND-004,Ace Plumbing,True
WO-0000288,PROP-0013,,2025-09-19,2025-09-21,Tenant Request,High,Closed,3,2,False,1819.87,VEND-005,Bright Electric,True
WO-0000289,PROP-0013,,2025-09-15,2025-09-29,HVAC,Critical,Closed,1,14,True,3463.77,VEND-009,Guardian Security,True
WO-0000290,PROP-0013,TEN-00162,2025-09-02,2025-09-12,HVAC,Medium,Closed,7,10,True,838.64,VEND-010,FrontDesk Patrol,True
WO-0000291,PROP-0013,TEN-00151,2025-09-17,2025-09-21,Tenant Request,Medium,Closed,7,4,False,546.27,VEND-003,Metro Mechanical,True
WO-0000292,PROP-0013,,2025-10-13,2025-10-27,Plumbing,Low,Closed,14,14,False,119.18,VEND-001,Rapid Repair Co,True
WO-0000293,PROP-0013,TEN-00155,2025-11-10,2025-11-11,Preventive Maintenance,Critical,Closed,1,1,False,2122.11,VEND-001,Rapid Repair Co,True
WO-0000294,PROP-0013,,2025-11-12,2025-11-15,Preventive Maintenance,Medium,Closed,7,3,False,149.13,VEND-012,Sparkle Janitorial,True
WO-0000295,PROP-0013,,2025-11-10,,Preventive Maintenance,Critical,In Progress,1,,True,1074.86,VEND-001,Rapid Repair Co,True
WO-0000296,PROP-0014,TEN-00169,2025-01-01,2025-01-04,Elevator,Medium,Closed,7,3,False,906.1,VEND-005,Bright Electric,True
WO-0000297,PROP-0014,TEN-00165,2025-01-16,2025-01-21,Elevator,Medium,Closed,7,5,False,889.97,VEND-010,FrontDesk Patrol,True
WO-0000298,PROP-0014,TEN-00170,2025-01-20,,Plumbing,Medium,In Progress,7,,False,170.34,VEND-011,CleanCore Services,True
WO-0000299,PROP-0014,TEN-00171,2025-03-11,,Plumbing,Medium,In Progress,7,,False,572.1,VEND-004,Ace Plumbing,True
WO-0000300,PROP-0014,TEN-00170,2025-05-13,2025-05-19,Tenant Request,Low,Closed,14,6,False,139.72,VEND-002,Skyline Maintenance,True
WO-0000301,PROP-0014,TEN-00169,2025-05-09,,Plumbing,Medium,Open,7,,False,66.96,VEND-011,CleanCore Services,True
WO-0000302,PROP-0014,TEN-00166,2025-06-05,2025-06-07,HVAC,Low,Closed,14,2,False,169.06,VEND-011,CleanCore Services,True
WO-0000303,PROP-0014,TEN-00170,2025-06-28,2025-07-01,HVAC,Low,Closed,14,3,False,576.38,VEND-011,CleanCore Services,True
WO-0000304,PROP-0014,TEN-00172,2025-06-11,2025-06-15,Janitorial,Critical,Closed,1,4,True,867.21,VEND-004,Ace Plumbing,True
WO-0000305,PROP-0014,TEN-00169,2025-06-21,2025-06-22,Common Area,Medium,Closed,7,1,False,215.93,VEND-009,Guardian Security,True
WO-0000306,PROP-0014,,2025-06-20,,Common Area,Medium,In Progress,7,,False,154.99,VEND-011,CleanCore Services,True
WO-0000307,PROP-0014,,2025-06-13,2025-06-30,HVAC,Critical,Closed,1,17,True,2344.0,VEND-004,Ace Plumbing,True
WO-0000308,PROP-0014,,2025-08-28,,Plumbing,Medium,In Progress,7,,False,675.49,VEND-012,Sparkle Janitorial,True
WO-0000309,PROP-0014,,2025-09-11,,Tenant Request,Medium,In Progress,7,,False,50.0,VEND-005,Bright Electric,True
WO-0000310,PROP-0014,TEN-00169,2025-09-27,,Tenant Request,Medium,In Progress,7,,False,1395.26,VEND-003,Metro Mechanical,True
WO-0000311,PROP-0014,,2025-10-05,2025-10-16,Electrical,Medium,Closed,7,11,True,537.32,VEND-010,FrontDesk Patrol,True
WO-0000312,PROP-0014,TEN-00171,2025-10-02,2025-10-04,HVAC,High,Closed,3,2,False,1401.1,VEND-003,Metro Mechanical,True
WO-0000313,PROP-0014,,2025-10-05,2025-10-13,Tenant Request,Low,Closed,14,8,False,206.63,VEND-010,FrontDesk Patrol,True
WO-0000314,PROP-0014,TEN-00167,2025-11-12,,Common Area,Medium,Open,7,,False,50.0,VEND-005,Bright Electric,True
WO-0000315,PROP-0014,,2025-11-08,2025-11-09,Security,High,Closed,3,1,False,673.17,VEND-011,CleanCore Services,True
WO-0000316,PROP-0014,TEN-00166,2025-12-19,2025-12-25,Preventive Maintenance,Medium,Closed,7,6,False,298.22,VEND-002,Skyline Maintenance,True
WO-0000317,PROP-0015,,2025-03-19,2025-03-24,Preventive Maintenance,Medium,Closed,7,5,False,76.5,VEND-004,Ace Plumbing,True
WO-0000318,PROP-0015,TEN-00176,2025-05-06,2025-05-13,Janitorial,Low,Closed,14,7,False,50.0,VEND-001,Rapid Repair Co,True
WO-0000319,PROP-0015,TEN-00173,2025-07-25,,Electrical,Medium,In Progress,7,,False,871.63,VEND-003,Metro Mechanical,True
WO-0000320,PROP-0015,TEN-00180,2025-09-16,2025-09-22,Elevator,Medium,Closed,7,6,False,1740.86,VEND-001,Rapid Repair Co,True
WO-0000321,PROP-0015,TEN-00181,2025-09-13,2025-10-02,Electrical,High,Closed,3,19,True,862.16,VEND-010,FrontDesk Patrol,True
WO-0000322,PROP-0015,,2025-09-17,2025-09-20,Electrical,High,Closed,3,3,False,2181.04,VEND-001,Rapid Repair Co,True
WO-0000323,PROP-0015,,2025-10-21,2025-10-26,Tenant Request,Low,Closed,14,5,False,321.29,VEND-002,Skyline Maintenance,True
WO-0000324,PROP-0015,,2025-11-06,2025-11-14,Plumbing,Low,Closed,14,8,False,63.06,VEND-001,Rapid Repair Co,True
WO-0000325,PROP-0015,TEN-00175,2025-11-24,2025-12-20,Preventive Maintenance,Low,Closed,14,26,True,80.57,VEND-001,Rapid Repair Co,True
WO-0000326,PROP-0015,,2025-11-27,2025-11-29,Plumbing,High,Closed,3,2,False,1461.82,VEND-012,Sparkle Janitorial,True
WO-0000327,PROP-0015,TEN-00182,2025-12-02,2025-12-04,Tenant Request,High,Closed,3,2,False,625.96,VEND-009,Guardian Security,True
WO-0000328,PROP-0015,TEN-00182,2025-12-18,2025-12-28,Security,Low,Closed,14,10,False,463.37,VEND-011,CleanCore Services,True
WO-0000329,PROP-0015,TEN-00177,2025-12-13,2025-12-17,Preventive Maintenance,High,Closed,3,4,True,545.52,VEND-009,Guardian Security,True
WO-0000330,PROP-0016,TEN-00185,2025-01-25,,HVAC,Low,In Progress,14,,False,165.6,VEND-012,Sparkle Janitorial,True
WO-0000331,PROP-0016,TEN-00193,2025-01-14,2025-01-21,Tenant Request,Low,Closed,14,7,False,439.56,VEND-010,FrontDesk Patrol,True
WO-0000332,PROP-0016,,2025-01-05,2025-01-10,Janitorial,Medium,Closed,7,5,False,682.76,VEND-009,Guardian Security,True
WO-0000333,PROP-0016,TEN-00184,2025-01-01,2025-01-06,Security,Low,Closed,14,5,False,409.05,VEND-009,Guardian Security,True
WO-0000334,PROP-0016,TEN-00187,2025-02-11,,Elevator,High,Open,3,,True,986.6,VEND-004,Ace Plumbing,True
WO-0000335,PROP-0016,,2025-02-08,,Elevator,Medium,In Progress,7,,True,96.37,VEND-010,FrontDesk Patrol,True
WO-0000336,PROP-0016,TEN-00195,2025-02-19,2025-02-20,Janitorial,Critical,Closed,1,1,False,2582.31,VEND-001,Rapid Repair Co,True
WO-0000337,PROP-0016,TEN-00189,2025-02-17,2025-02-19,Plumbing,Medium,Closed,7,2,False,570.81,VEND-004,Ace Plumbing,True
WO-0000338,PROP-0016,,2025-02-22,,Tenant Request,Critical,In Progress,1,,True,1331.88,VEND-005,Bright Electric,True
WO-0000339,PROP-0016,,2025-02-17,2025-02-19,Plumbing,High,Closed,3,2,False,1866.19,VEND-010,FrontDesk Patrol,True
WO-0000340,PROP-0016,TEN-00185,2025-02-08,2025-02-11,Elevator,Medium,Closed,7,3,False,432.75,VEND-001,Rapid Repair Co,True
WO-0000341,PROP-0016,TEN-00184,2025-03-09,2025-03-12,Plumbing,Medium,Closed,7,3,False,829.76,VEND-004,Ace Plumbing,True
WO-0000342,PROP-0016,,2025-03-01,,Elevator,High,Open,3,,True,1536.31,VEND-010,FrontDesk Patrol,True
WO-0000343,PROP-0016,TEN-00191,2025-03-13,,Tenant Request,Medium,In Progress,7,,False,1432.78,VEND-004,Ace Plumbing,True
WO-0000344,PROP-0016,TEN-00184,2025-03-12,2025-04-04,Electrical,Medium,Closed,7,23,True,275.59,VEND-010,FrontDesk Patrol,True
WO-0000345,PROP-0016,,2025-04-23,,Tenant Request,High,Open,3,,True,1443.82,VEND-005,Bright Electric,True
WO-0000346,PROP-0016,,2025-04-20,2025-04-24,HVAC,Critical,Closed,1,4,True,1984.4,VEND-010,FrontDesk Patrol,True
WO-0000347,PROP-0016,,2025-04-16,2025-04-22,Elevator,Low,Closed,14,6,False,622.98,VEND-011,CleanCore Services,True
WO-0000348,PROP-0016,TEN-00188,2025-04-07,2025-04-08,Tenant Request,Medium,Closed,7,1,False,579.8,VEND-001,Rapid Repair Co,True
WO-0000349,PROP-0016,TEN-00183,2025-04-28,2025-05-18,Janitorial,Medium,Closed,7,20,True,388.33,VEND-003,Metro Mechanical,True
WO-0000350,PROP-0016,TEN-00191,2025-04-03,2025-04-07,Electrical,Medium,Closed,7,4,False,405.52,VEND-010,FrontDesk Patrol,True
WO-0000351,PROP-0016,,2025-05-16,2025-05-24,Elevator,Low,Closed,14,8,False,255.48,VEND-005,Bright Electric,True
WO-0000352,PROP-0016,TEN-00185,2025-05-08,,Preventive Maintenance,Low,In Progress,14,,False,81.76,VEND-001,Rapid Repair Co,True
WO-0000353,PROP-0016,TEN-00186,2025-05-23,2025-05-24,Janitorial,High,Closed,3,1,False,2815.58,VEND-012,Sparkle Janitorial,True
WO-0000354,PROP-0016,,2025-05-25,2025-05-27,Security,Medium,Closed,7,2,False,484.47,VEND-012,Sparkle Janitorial,True
WO-0000355,PROP-0016,,2025-06-04,2025-06-09,Preventive Maintenance,Medium,Closed,7,5,False,454.99,VEND-001,Rapid Repair Co,True
WO-0000356,PROP-0016,TEN-00185,2025-07-28,,Electrical,Medium,In Progress,7,,False,126.4,VEND-005,Bright Electric,True
WO-0000357,PROP-0016,TEN-00186,2025-07-13,2025-08-01,Security,Low,Closed,14,19,True,354.56,VEND-010,FrontDesk Patrol,True
WO-0000358,PROP-0016,TEN-00192,2025-07-16,,Electrical,High,Open,3,,True,552.68,VEND-004,Ace Plumbing,True
WO-0000359,PROP-0016,,2025-08-13,,Security,Low,In Progress,14,,False,264.81,VEND-009,Guardian Security,True
WO-0000360,PROP-0016,TEN-00184,2025-08-20,2025-09-02,Elevator,Medium,Closed,7,13,True,137.18,VEND-003,Metro Mechanical,True
WO-0000361,PROP-0016,,2025-08-04,2025-08-10,HVAC,High,Closed,3,6,True,2244.2,VEND-009,Guardian Security,True
WO-0000362,PROP-0016,TEN-00193,2025-08-13,,HVAC,Medium,In Progress,7,,True,629.4,VEND-005,Bright Electric,True
WO-0000363,PROP-0016,TEN-00187,2025-09-19,2025-09-23,Preventive Maintenance,Medium,Closed,7,4,False,144.57,VEND-011,CleanCore Services,True
WO-0000364,PROP-0016,,2025-09-17,2025-09-29,HVAC,Low,Closed,14,12,False,234.21,VEND-003,Metro Mechanical,True
WO-0000365,PROP-0016,,2025-09-02,2025-09-05,Preventive Maintenance,High,Closed,3,3,False,2509.78,VEND-001,Rapid Repair Co,True
WO-0000366,PROP-0016,TEN-00193,2025-09-28,2025-10-11,Electrical,Low,Closed,14,13,False,58.16,VEND-002,Skyline Maintenance,True
WO-0000367,PROP-0016,TEN-00186,2025-09-24,2025-10-03,Preventive Maintenance,Low,Closed,14,9,False,304.96,VEND-002,Skyline Maintenance,True
WO-0000368,PROP-0016,TEN-00187,2025-10-20,2025-10-24,Janitorial,Medium,Closed,7,4,False,565.59,VEND-010,FrontDesk Patrol,True
WO-0000369,PROP-0016,TEN-00191,2025-10-23,2025-11-01,Plumbing,Critical,Closed,1,9,True,646.32,VEND-004,Ace Plumbing,True
WO-0000370,PROP-0016,TEN-00188,2025-11-23,2025-11-24,Security,Critical,Closed,1,1,False,2240.59,VEND-010,FrontDesk Patrol,True
WO-0000371,PROP-0016,TEN-00188,2025-11-07,2025-11-19,Elevator,Low,Closed,14,12,False,196.45,VEND-010,FrontDesk Patrol,True
WO-0000372,PROP-0016,TEN-00191,2025-11-10,2025-11-12,Common Area,Low,Closed,14,2,False,412.68,VEND-012,Sparkle Janitorial,True
WO-0000373,PROP-0016,TEN-00190,2025-11-15,2025-11-18,Tenant Request,Medium,Closed,7,3,False,718.89,VEND-012,Sparkle Janitorial,True
